Cumulative Stat Rank,Price ,Cumulative,Visual Rarity URL,Kong ID,Shooting,Finish,Defense,Vision,Background,Fur,Clothes,Mouth,Head,Head Accessory,Eyes,Jewellery,Owner Address,Number of Sales,Last Sale Date,Last Sale Price,Last List Date,Current Price
6276, ,187,https://rarity.tools/rumble-kong-league/view/2713,2713,48,41,42,56,Dark Blue,Grey,,Shows Teeth,RKL Cap Sideways,,Angry Scar,,0x961549fb806df7c8e81b00fd50fcbcdc53197e9c,0, , , , 
1208, ,234,https://rarity.tools/rumble-kong-league/view/2714,2714,54,66,67,47,Dark Blue,Sky Blue,,Gold Smirk,RKL Cap Sideways,,Bloodshot,,0x961549fb806df7c8e81b00fd50fcbcdc53197e9c,0, , , , 
6276, ,187,https://rarity.tools/rumble-kong-league/view/2715,2715,44,55,34,54,Red,Black,RKL Tee,Full Beard,Green Beret,Monocle,Angry Wink,,0x8d3bc45d7b30013c37c141f6ce7c981b2613efaa,0, , , , 
8938, ,158,https://rarity.tools/rumble-kong-league/view/2716,2716,53,39,37,29,Pink,Zebra,King Jersey,Diamond Teeth,,,Regular,,0x8d3bc45d7b30013c37c141f6ce7c981b2613efaa,0, , , , 
4113, ,204,https://rarity.tools/rumble-kong-league/view/2717,2717,47,65,51,41,Grey,White Noise,Tracksuit,Scream,,Broken Glasses,Regular,,0x230eddce20863961a1a1e9613992f7453bdf7ad2,2,8/21/2021,0.38 ETH, , 
1377, ,231,https://rarity.tools/rumble-kong-league/view/2718,2718,44,77,69,41,Cyan,Black,White Tee,Ooh,,,Wide,,0xe3d1cac2f86a798cdcca260eb6af7aef31a700f3,0, , , , 
9903, ,125,https://rarity.tools/rumble-kong-league/view/2719,2719,30,27,44,24,Light Grey,Pink,Shaolin Vest,Kiss,Tophat,,Sad,,0x8a502e0e3eda70eae505a6fa0fa49eb29b85fe5b,0, , , , 
3780, ,207,https://rarity.tools/rumble-kong-league/view/2720,2720,40,71,49,47,Yellow,Grey,RKL Tee,Ooh,King Band,Vibe Glasses,Regular,,0x79d5427f165484ed4c276ef409a8807b817ff39e,1,8/3/2021,0.079 ETH, , 
920, ,239,https://rarity.tools/rumble-kong-league/view/2721,2721,66,52,46,75,Grey,Pink,,Saber Toothed,,Gold Stud,Regular,,0x7fe4a51b1e610dcf87f2669b03ef9d4b66b85ca8,0, , , , 
615, ,246,https://rarity.tools/rumble-kong-league/view/2722,2722,65,61,62,58,Red,Green,Trippy Tee,Regular,Blue Pigtails,,Sad,,0x217c70a564a9bc0572426fc068eff0caf70e6b41,2,8/31/2021,3.0 ETH, , 
8160, ,169,https://rarity.tools/rumble-kong-league/view/2723,2723,32,55,48,34,Purple,Red,Biker Jacket,Drool,,,Wide,,0x8d3bc45d7b30013c37c141f6ce7c981b2613efaa,0, , , , 
2669, ,217,https://rarity.tools/rumble-kong-league/view/2724,2724,69,59,57,32,Light Blue,Pink,,Gold Saber Toothed,,,Wide Scar,,0x961549fb806df7c8e81b00fd50fcbcdc53197e9c,0, , , , 
5362, ,194,https://rarity.tools/rumble-kong-league/view/2725,2725,41,61,46,46,Light Grey,Pink,Biker Jacket,Saber Toothed,Bowler,,Regular,,0x961549fb806df7c8e81b00fd50fcbcdc53197e9c,0, , , , 
779, ,242,https://rarity.tools/rumble-kong-league/view/2726,2726,62,71,50,59,Pink,Green,Cyan Jersey,Kiss,,Blue Shades,Wide Scar,,0xe50cd5f38cfd3b9d7c0c29ae56656fcef22b89bb,1,8/3/2021,0.15 ETH, , 
8160, ,169,https://rarity.tools/rumble-kong-league/view/2727,2727,27,47,48,47,Purple,Brown,RKL Tee,Regular,,3D Glasses,Angry Wink,,0x3053376df52a4fbc4c66fa28379252b86a47c638,2,8/25/2021,0.67 ETH, , 
7524, ,176,https://rarity.tools/rumble-kong-league/view/2728,2728,30,50,46,50,Dark Blue,Sky Blue,Cheetah Dego Tee,Shows Teeth,,,Regular,,0x403c2d4099179e178a0b9860139f0284a63c8690,2,9/4/2021,1.0 ETH, , 
5231, ,195,https://rarity.tools/rumble-kong-league/view/2729,2729,57,46,46,46,Yellow,Sky Blue,Striped Tee,Drool,Russian Cap,,Angry Wink,,0xe75c06cee0a6b854f8d0abaf5c90d4405557f353,5,8/25/2021,0.65 ETH, , 
1260,12.2,233,https://rarity.tools/rumble-kong-league/view/2730,2730,69,73,42,49,Yellow,Red,Cyan Jersey,Kiss,Purple Bandana,,Wide Scar,,0x188408ef0c26225705f6cdea6148f3f8ed802348,0, , ,9/1/2021 7:56,12.2 ETH
4113, ,204,https://rarity.tools/rumble-kong-league/view/2731,2731,78,57,38,31,Gold,Grey,Cyan Jersey,Gold Smirk,King Band,,Closed,,0x7072c745a1d9f48241fd9054d8715d174e689965,1,8/4/2021,0.28 ETH, , 
9885, ,127,https://rarity.tools/rumble-kong-league/view/2732,2732,51,18,35,23,Pink,Brown,Hawaii Shirt,Scream,Bowler,,Angry Wink,,0xaa284bdda19b43b7080708208a424577e0805719,0, , , , 
2777, ,216,https://rarity.tools/rumble-kong-league/view/2733,2733,55,37,69,55,Light Grey,Red,Cyan Jersey,Gold Scream,,,Bloodshot,,0xaa284bdda19b43b7080708208a424577e0805719,0, , , , 
9001, ,157,https://rarity.tools/rumble-kong-league/view/2734,2734,41,61,8,47,Cyan,Black,Shirt And Tie,Scream,,,Angry,,0x217c70a564a9bc0572426fc068eff0caf70e6b41,2,8/10/2021,0.3009 ETH, , 
9894, ,126,https://rarity.tools/rumble-kong-league/view/2735,2735,53,39,11,23,Pink,Brown,,Missing Teeth,Horse Jockey Hat,Blue Shades,Regular,,0xc97142899feff275f9e5dfd87015c31ebe3aa561,1,8/31/2021,1.3 ETH, , 
6505,19.89,185,https://rarity.tools/rumble-kong-league/view/2736,2736,57,48,48,32,Brown,Brown,Yellow Suit,Shows Teeth,Russian Cap,Monocle,Closed Scar,,0x55b7db30ca7491a4d2aac3726899382f6eadd5a7,0, , ,8/25/2021 7:52,19.89 ETH
7624,3,175,https://rarity.tools/rumble-kong-league/view/2737,2737,49,29,70,27,Brown,Green,Biker Jacket,Regular,,,Regular,,0xa31dbf0435af02f3b68ec7f985c9388e8ab1e47b,1,9/5/2021,1.89 ETH,9/5/2021 19:30,3.0 ETH
3443,6.69,210,https://rarity.tools/rumble-kong-league/view/2738,2738,68,76,23,43,Light Blue,Green,Fusion Gi,Shows Teeth,Russian Cap,,Sad,,0x55b7db30ca7491a4d2aac3726899382f6eadd5a7,0, , ,8/29/2021 17:24,6.69 ETH
3191,2.2,212,https://rarity.tools/rumble-kong-league/view/2739,2739,31,63,51,67,Brown,Brown,Striped Tee,Kiss,,Blue Shades,Wide,,0x0851ced43aab7bc38b0fa4fbc4e3849634d2ca67,0, , ,9/20/2021 22:52,2.2 ETH
7737, ,174,https://rarity.tools/rumble-kong-league/view/2740,2740,61,54,33,26,Light Blue,Green,,Kiss,Beanie,,Regular,,0xa044ec5c5189d7b2ecc176753bf9a9e1ddbc9d5f,2,8/6/2021,0.69 ETH, , 
1208, ,234,https://rarity.tools/rumble-kong-league/view/2741,2741,48,58,61,67,Yellow,Sky Blue,,Gold Saber Toothed,,Gold Stud,Closed,,0xbbd815335ea8ddfa9bc1766cd06f64050d409b52,2,9/10/2021,2.0 ETH, , 
2146, ,222,https://rarity.tools/rumble-kong-league/view/2742,2742,39,73,52,58,Dark Blue,White Noise,Hawaii Shirt,Cigar,Bowler,,Closed Scar,,0x3a2cc50571d8032967e0b54219c1c405f15a7dcd,1,8/5/2021,0.5 ETH, , 
5776, ,191,https://rarity.tools/rumble-kong-league/view/2743,2743,53,28,33,77,Light Blue,Green,,Regular,Blue Pigtails,Red Shades,Angry Wink,,0x86f2ee1fc531eea5879fdd1f6e7b6dc93b6ffea7,1,8/31/2021,1.0 ETH, , 
575, ,247,https://rarity.tools/rumble-kong-league/view/2744,2744,44,61,61,81,Yellow,Green,Shaolin Vest,Kiss,Bowler,,Wide,,0x4dc2e00c88b8c9e3c2bf090d7854770640daf27f,0, , , , 
1691, ,227,https://rarity.tools/rumble-kong-league/view/2745,2745,42,57,67,61,Grey,Green,Biker Jacket,Scream,Purple Bandana,Red Shades,Sad,,0x44658df36818db49bdf28610d17df75b44185bee,1,8/31/2021,0.99 ETH, , 
2461, ,219,https://rarity.tools/rumble-kong-league/view/2746,2746,26,72,61,60,Light Blue,Sky Blue,Dress,Drool,RKL Cap Forward,,Closed,,0x23403dc648a0df41ae6c517c3a2b6a8b21d56035,1,9/3/2021,1.0 ETH, , 
4865,71,198,https://rarity.tools/rumble-kong-league/view/2747,2747,42,33,61,62,Grey,Aurora,Robo Arm,Bubble Gum,Crown,Eye Patch,Regular,,0x39436e22ec425e93eb5c5136389b04854c142310,0, , ,9/22/2021 16:02,71.0 ETH
8938, ,158,https://rarity.tools/rumble-kong-league/view/2748,2748,41,44,37,36,Red,Brown,,Gold Smirk,RKL Cap Sideways,,Wide,,0xbdc1194b4a15437a93c3edda954140078ffff5b2,2,8/22/2021,0.2895 ETH, , 
6015, ,189,https://rarity.tools/rumble-kong-league/view/2749,2749,63,53,26,47,Light Blue,White Noise,Navy Suit,Regular,Ski Glasses,,Regular,,0x78bacd44bfd671eb252b4c395c3ba77862f2a412,1,9/2/2021,1.5 ETH, , 
3999, ,205,https://rarity.tools/rumble-kong-league/view/2750,2750,61,48,55,41,Light Grey,White Noise,Biker Jacket,Tongue Out,Green Beret,,Wide,,0x9c46305eca4879656252a4323bf2ef85c22a14fb,2,8/6/2021,0.48 ETH, , 
5231, ,195,https://rarity.tools/rumble-kong-league/view/2751,2751,24,51,49,71,Grey,Sky Blue,Biker Jacket,Gold Saber Toothed,Winter Hat,Broken Glasses,Angry Wink,,0x380b98f045ed1e9fd2438799136f4d2f0de1fa6c,2,9/2/2021,1.4 ETH, , 
6385,1.92,186,https://rarity.tools/rumble-kong-league/view/2752,2752,49,65,33,39,Light Grey,Brown,Cheetah Dego Tee,Scream,RKL Cap Sideways,,Regular,,0xfd3d4e93baa1d9ba5e31ef830466524f7c2798ce,3,9/7/2021,1.5 ETH,9/20/2021 1:40,1.92 ETH
5110, ,196,https://rarity.tools/rumble-kong-league/view/2753,2753,54,48,57,37,Grey,Black,Red Kimono,Saber Toothed,Horse Jockey Hat,Vibe Glasses,Angry,,0x0aa7c71ea5944dd0b46a031092936b31a678bc76,0, , , , 
9254,7.5,152,https://rarity.tools/rumble-kong-league/view/2754,2754,48,26,44,34,Purple,Red,Biker Jacket,Gold Smirk,Tophat,3D Glasses,Regular,,0x0aa7c71ea5944dd0b46a031092936b31a678bc76,0, , ,8/9/2021 16:44,7.5 ETH
7737, ,174,https://rarity.tools/rumble-kong-league/view/2755,2755,96,40,31,7,Grey,Sky Blue,Shirt And Tie,Tongue Out,,,Wide Scar,,0x0aa7c71ea5944dd0b46a031092936b31a678bc76,0, , ,9/15/2021 11:54, 
2146, ,222,https://rarity.tools/rumble-kong-league/view/2756,2756,55,62,60,45,Light Grey,Sky Blue,Cyan Jersey,Gold Saber Toothed,,Red Shades,Wide Scar,,0x41dc8f50593e88a12a92c5cf07133c41cf4a56cc,3,9/6/2021,2.45 ETH, , 
9060, ,156,https://rarity.tools/rumble-kong-league/view/2757,2757,24,65,17,50,Red,Pink,White Tee,Gold Saber Toothed,Purple Bandana,,Sad,,0xe45230f69520eaf4b2e6566b7e0eb7e1b6dd042f,2,8/5/2021,0.29 ETH, , 
6617, ,184,https://rarity.tools/rumble-kong-league/view/2758,2758,48,38,54,44,Purple,White Noise,Dress,Regular,,Gem Earring,Sad,,0x023ee44f252ca90ff9a2d4443fd892edec23d64f,2,8/24/2021,0.39 ETH, , 
9873, ,128,https://rarity.tools/rumble-kong-league/view/2759,2759,12,24,47,45,Grey,Red,White Tee,Saber Toothed,Russian Cap,,Bloodshot,,0x1dccca6c8d9568b3fd692fb673f0bebb653b341d,0, , , , 
5499, ,193,https://rarity.tools/rumble-kong-league/view/2760,2760,54,36,49,54,Red,Sky Blue,,Scream,,,Angry,,0x0851ced43aab7bc38b0fa4fbc4e3849634d2ca67,0, , , , 
368, ,254,https://rarity.tools/rumble-kong-league/view/2761,2761,65,61,78,50,Grey,Black,White Tee,Saber Toothed,,,Regular,,0x2383d2523d0c9dd42d00957168b2ba0eeface1b9,2,8/29/2021,1.5 ETH, , 
6505, ,185,https://rarity.tools/rumble-kong-league/view/2762,2762,49,39,54,43,Red,White Noise,,Scream,Red Bandana,,Angry Scar,,0x7eef8e9589a58bbf4571651ff64cfc61f23c1232,2,8/30/2021,0.7 ETH, , 
7824, ,173,https://rarity.tools/rumble-kong-league/view/2763,2763,46,59,35,33,Brown,Aurora,Pimp Jacket,Regular,Gold Horns,,Bloodshot Blue,Silver Chain,0xeb057c509cf30cc45b0f52c8e507ac3cf8e78777,2,8/5/2021,5.75 ETH, , 
8405,1.65,166,https://rarity.tools/rumble-kong-league/view/2764,2764,38,35,61,32,Dark Blue,Brown,Dego Tee Blooded,Kiss,Tophat,,Bloodshot,,0xa468d9eaac45897163ada88d876ecf2b0ccdce7e,2,8/23/2021,0.38 ETH,9/20/2021 19:18,1.65 ETH
3676, ,208,https://rarity.tools/rumble-kong-league/view/2765,2765,51,72,59,26,Brown,White Noise,Cyan Jersey,Cigar,Blue Pigtails,,Regular,,0xe75c06cee0a6b854f8d0abaf5c90d4405557f353,2,8/25/2021,0.66 ETH, , 
5499, ,193,https://rarity.tools/rumble-kong-league/view/2766,2766,21,58,79,35,Brown,Red,White Tee,Regular,RKL Cap Forward,,Closed,,0x814d60499bd401eca426c86ee9b4167967dff8dd,3,8/18/2021,0.19 ETH, , 
9532, ,145,https://rarity.tools/rumble-kong-league/view/2767,2767,27,35,42,41,Grey,Grey,Shaolin Vest,Gold Smirk,Purple Bandana,,Regular,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,1,8/1/2021,0.06 ETH, , 
4360, ,202,https://rarity.tools/rumble-kong-league/view/2768,2768,89,14,53,46,Grey,White Noise,,Shows Teeth,Beanie,,Angry,,0x41f0c2e1c071dcc834b80aa1a29b81e5a31c4bcb,3,9/1/2021,2.0 ETH, , 
2874, ,215,https://rarity.tools/rumble-kong-league/view/2769,2769,73,58,40,44,Light Blue,Brown,Striped Tee,Gold Scream,Green Beret,Red Shades,Closed,,0x9c9178365cf509ff25793d9569a9a7050a623880,0, , , , 
6385, ,186,https://rarity.tools/rumble-kong-league/view/2770,2770,50,43,42,51,Cyan,Black,,Saber Toothed,,,Closed,,0x6dc6da06b2e3dae3d331b9d03e1fa5a6b18124c2,0, , , , 
9856, ,129,https://rarity.tools/rumble-kong-league/view/2771,2771,30,49,41,9,Brown,Sky Blue,Tracksuit,Full Beard,,,Sad,,0x3f7a1eb717fed75b30dd057ec165ba92017ed146,3,9/14/2021,0.96 ETH, , 
2367, ,220,https://rarity.tools/rumble-kong-league/view/2772,2772,39,40,76,65,Cyan,Brown,Shirt And Tie,Regular,Purple Bandana,,Angry,,0x8e570ee755974de773ae0149ea4e3da3f622094c,0, , , , 
6276, ,187,https://rarity.tools/rumble-kong-league/view/2773,2773,59,27,42,59,Light Blue,Pink,Trippy Tee,Tongue Out,,,Angry Wink,,0x6dc6da06b2e3dae3d331b9d03e1fa5a6b18124c2,0, , , , 
9645,1.55,141,https://rarity.tools/rumble-kong-league/view/2774,2774,29,47,48,17,Gold,Pink,Trippy Tee,Kiss,,,Regular,,0x6dc6da06b2e3dae3d331b9d03e1fa5a6b18124c2,1,9/17/2021,1.1 ETH,9/17/2021 16:56,1.55 ETH
4360, ,202,https://rarity.tools/rumble-kong-league/view/2775,2775,42,62,41,57,Brown,Black,Green Kimono,Saber Toothed,Green Beret,Blue Shades,Angry Wink,,0x6dc6da06b2e3dae3d331b9d03e1fa5a6b18124c2,0, , , , 
7624, ,175,https://rarity.tools/rumble-kong-league/view/2776,2776,36,53,52,34,Red,Grey,Hawaii Shirt,Regular,,,Wide Scar,,0x6dc6da06b2e3dae3d331b9d03e1fa5a6b18124c2,0, , , , 
7176, ,179,https://rarity.tools/rumble-kong-league/view/2777,2777,39,60,29,51,Yellow,White Noise,Shaolin Vest,Saber Toothed,,,Angry Wink,,0x6dc6da06b2e3dae3d331b9d03e1fa5a6b18124c2,0, , , , 
4237, ,203,https://rarity.tools/rumble-kong-league/view/2778,2778,33,69,47,54,Pink,Brown,White Tee,Cigar,Red Bandana,,Closed,,0x6dc6da06b2e3dae3d331b9d03e1fa5a6b18124c2,0, , , , 
1943, ,224,https://rarity.tools/rumble-kong-league/view/2779,2779,26,70,60,68,Yellow,Grey,Cheetah Dego Tee,Ooh,Blonde Bun,,Angry,,0x6dc6da06b2e3dae3d331b9d03e1fa5a6b18124c2,0, , , , 
2262, ,221,https://rarity.tools/rumble-kong-league/view/2780,2780,64,60,42,55,Dark Blue,Green,,Drool,,Gold Stud,Angry Scar,,0x8e570ee755974de773ae0149ea4e3da3f622094c,0, , , , 
4113, ,204,https://rarity.tools/rumble-kong-league/view/2781,2781,46,52,36,70,Red,Brown,White Tee,Ooh,,,Angry,,0x6dc6da06b2e3dae3d331b9d03e1fa5a6b18124c2,0, , , , 
8626, ,163,https://rarity.tools/rumble-kong-league/view/2782,2782,61,39,44,19,Red,Brown,Hawaii Shirt,Cigar,Winter Hat,,Wide,,0x2f90722088cf90e674708ea726a2ad2cd4cb8d50,0, , , , 
5499, ,193,https://rarity.tools/rumble-kong-league/view/2783,2783,61,29,55,48,Yellow,Brown,Biker Jacket,Saber Toothed,Russian Cap,,Closed Scar,,0x0bae8dfe1e0c2ad35d56c4d680b1bc07e267030b,1,8/3/2021,0.09 ETH, , 
8405, ,166,https://rarity.tools/rumble-kong-league/view/2784,2784,56,35,56,19,Purple,Sky Blue,Lab Coat,Gold Smirk,Bowler,,Regular,,0xc6d4b36751233d1c509bc94bdaaa8133b3a281f3,0, , , , 
4360, ,202,https://rarity.tools/rumble-kong-league/view/2785,2785,49,35,48,70,Red,Pink,,Shows Teeth,Winter Hat,,Wide,,0xd3029225ecf009b196b8358d9e897344c0f610c0,3,9/5/2021,1.95 ETH, , 
4360, ,202,https://rarity.tools/rumble-kong-league/view/2786,2786,81,26,44,51,Dark Blue,Brown,Dego Tee Blooded,Missing Teeth,,Red Shades,Regular,,0xe08f9ce98b826daaa919d11c14fc00ac07b66711,1,7/31/2021,0.05 ETH, , 
2461, ,219,https://rarity.tools/rumble-kong-league/view/2787,2787,64,70,43,42,Red,Sky Blue,,Regular,Blue Pigtails,,Closed,,0xb2843f7ac8d82322bc3438643fb5a1ce42da20a4,3,8/19/2021,0.29 ETH, , 
2874, ,215,https://rarity.tools/rumble-kong-league/view/2788,2788,27,79,44,65,Light Grey,Green,Biker Jacket,Shows Teeth,,,Wide Scar,,0x1fda603bf6325d52d8213e873fb5c8c9ea68a74f,2,8/25/2021,0.65 ETH, , 
8477,2.2,165,https://rarity.tools/rumble-kong-league/view/2789,2789,27,60,25,53,Red,Pink,Shirt And Tie,Gold Saber Toothed,Bowler,,Sad,,0x533d01a9c2bc36034623407be7d28ac0c705899b,1,9/1/2021,1.1 ETH,9/1/2021 14:34,2.2 ETH
5362, ,194,https://rarity.tools/rumble-kong-league/view/2790,2790,26,46,46,76,Light Grey,Black,,Kiss,Blonde Bun,,Regular,,0x099a74fc7675a39fd74f75fb4ecbf3472ed9472b,1,9/1/2021,0.869 ETH, , 
6276,2.69,187,https://rarity.tools/rumble-kong-league/view/2791,2791,44,51,45,47,Light Blue,Pink,Hawaii Shirt,Ooh,,,Regular,,0x03f63b96240c4a0a3e197329787adf0fa42806df,0, , ,8/25/2021 16:26,2.69 ETH
3443, ,210,https://rarity.tools/rumble-kong-league/view/2792,2792,46,42,62,60,Gold,Black,Shirt And Tie,Scream,Green Beret,Red Shades,Regular,,0x03f63b96240c4a0a3e197329787adf0fa42806df,0, , , , 
2669,2.77,217,https://rarity.tools/rumble-kong-league/view/2793,2793,56,72,22,67,Light Blue,Brown,Cyan Jersey,Regular,Winter Hat,,Regular,,0xd49322add203c8e04acdd53b7ff14b5e0ac861d7,4,9/16/2021,2.0 ETH,9/16/2021 18:51,2.77 ETH
4610, ,200,https://rarity.tools/rumble-kong-league/view/2794,2794,73,25,32,70,Light Grey,Green,Yellow Suit,Shows Teeth,RKL Cap Forward,3D Glasses,Wide,,0x03f63b96240c4a0a3e197329787adf0fa42806df,0, , , , 
3676, ,208,https://rarity.tools/rumble-kong-league/view/2795,2795,36,55,64,53,Brown,Pink,Shaolin Vest,Scream,,,Angry Wink,,0xc6d4b36751233d1c509bc94bdaaa8133b3a281f3,0, , , , 
3443,2.5,210,https://rarity.tools/rumble-kong-league/view/2796,2796,23,64,55,68,Cyan,Pink,Cheetah Dego Tee,Ooh,,,Regular,,0x4b8647cc456472079660fa8a86135f5078651414,5,8/25/2021,0.5 ETH,9/15/2021 16:19,2.5 ETH
4736, ,199,https://rarity.tools/rumble-kong-league/view/2797,2797,57,37,65,40,Yellow,Black,White Tee,Cigar,Beanie,Broken Glasses,Angry Scar,,0x7f1086b3aea172d38f51e7fa466eec27ea458558,0, , , , 
1315, ,232,https://rarity.tools/rumble-kong-league/view/2798,2798,56,38,72,66,Light Grey,Black,Shirt And Tie,Ooh,Cap Forward,,Angry,,0x7f648e94a093f4426ebacf6ff8799d57f4bcd22e,0, , , , 
1031, ,237,https://rarity.tools/rumble-kong-league/view/2799,2799,63,63,42,69,Gold,Green,Dego Tee Blooded,Regular,Purple Bandana,,Sad,,0x7096f35c640cd0edfde78094c8a72f3d08179ad7,1,8/3/2021,0.15 ETH, , 
828, ,241,https://rarity.tools/rumble-kong-league/view/2800,2800,48,49,56,88,Yellow,Black,Striped Tee,Kiss,Bowler,Red Shades,Regular,,0x4072d2c6e58c9a3d43d692c0dba81ec0eeeed15d,0, , , , 
7737, ,174,https://rarity.tools/rumble-kong-league/view/2801,2801,53,25,45,51,Light Blue,Brown,Cyan Jersey,Gold Smirk,Horse Jockey Hat,,Regular,,0x428a7297f0561f4773a1072062b00a9633ae775f,1,8/1/2021,0.055 ETH, , 
5499, ,193,https://rarity.tools/rumble-kong-league/view/2802,2802,36,65,61,31,Grey,Black,Hawaii Shirt,Ooh,RKL Cap Sideways,Red Shades,Wide,,0xcb256eea7f8070569f51a4389c66759dd41a3d2b,3,8/4/2021,0.3 ETH, , 
7624, ,175,https://rarity.tools/rumble-kong-league/view/2803,2803,40,38,36,61,Grey,White Noise,,Regular,Russian Cap,3D Glasses,Closed,,0x0cd05018932688ca4ae65f4d3a6223d506cf3793,0, , , , 
7293, ,178,https://rarity.tools/rumble-kong-league/view/2804,2804,46,84,29,19,Purple,Brown,Trippy Tee,Kiss,Ski Glasses,,Bloodshot,,0x4fb3a2785b0c10b65e7167232adcdd80b080a1e0,1,8/12/2021,0.869 ETH, , 
2461, ,219,https://rarity.tools/rumble-kong-league/view/2805,2805,75,53,60,31,Light Blue,Black,Dego Tee Blooded,Scream,RKL Cap Forward,Blue Shades,Angry Wink,,0x160bf864d8df8a9d6d3405c2041e2b6e355817fc,1,8/4/2021,0.324 ETH, , 
8405, ,166,https://rarity.tools/rumble-kong-league/view/2806,2806,56,38,30,42,Cyan,Pink,Trippy Tee,Drool,Green Beret,,Sad,,0xca3f53b2aa6bfa82af3993a4c8f4cc27acf47b77,4,9/8/2021,1.74 ETH, , 
7929, ,172,https://rarity.tools/rumble-kong-league/view/2807,2807,55,35,37,45,Dark Blue,Sky Blue,Green Kimono,Ooh,RKL Cap Forward,,Wide,,0x96236adb640ec620a85898378375cedf03ca21ff,1,8/3/2021,0.1 ETH, , 
7176, ,179,https://rarity.tools/rumble-kong-league/view/2808,2808,40,27,55,57,Cyan,Green,,Shows Teeth,,Red Shades,Regular,,0x21e63b1c81b8c73b29b1b3b49b13ad3aadee35a6,2,8/4/2021,0.19 ETH, , 
4865, ,198,https://rarity.tools/rumble-kong-league/view/2809,2809,54,40,60,44,Brown,Grey,Dress,Shows Teeth,Tophat,,Closed Scar,,0x04295a370a1470ddf2e08e0dfd87c8c56d60cbb6,2,8/21/2021,0.29 ETH, , 
7929, ,172,https://rarity.tools/rumble-kong-league/view/2810,2810,44,38,58,32,Light Grey,Sky Blue,Shaolin Vest,Regular,,,Closed,,0x00336cd9f823dd8b5c5741638e5038fd561f01b9,6,9/11/2021,0.98 ETH, , 
7407, ,177,https://rarity.tools/rumble-kong-league/view/2811,2811,25,55,48,49,Light Grey,Black,,Drool,,,Bloodshot,,0x3752d4719bb59857bafa9cd81132e223ef27b803,3,9/17/2021,1.5 ETH, , 
8006, ,171,https://rarity.tools/rumble-kong-league/view/2812,2812,70,35,32,34,Pink,Sky Blue,Cyan Jersey,Shows Teeth,Cap Forward,,Angry Wink,,0x76c25bdcf47e94b72b4c8e22fef4eac1763af8c6,0, , , , 
9749, ,136,https://rarity.tools/rumble-kong-league/view/2813,2813,41,21,30,44,Gold,Pink,Shaolin Vest,Regular,King Band,Red Shades,Regular,,0x76c25bdcf47e94b72b4c8e22fef4eac1763af8c6,0, , , , 
7624, ,175,https://rarity.tools/rumble-kong-league/view/2814,2814,35,52,36,52,Light Grey,Black,,Gold Saber Toothed,Russian Cap,,Bloodshot,,0x76c25bdcf47e94b72b4c8e22fef4eac1763af8c6,0, , , , 
2777, ,216,https://rarity.tools/rumble-kong-league/view/2815,2815,58,66,35,57,Light Grey,Hyper Cat,Fusion Vest,Diamond Teeth,Banana,Eye Patch,Wide,,0xb48cd81d25c09f78a4234153bdfad6b7ca0c7804,0, , , , 
8341, ,167,https://rarity.tools/rumble-kong-league/view/2816,2816,76,38,13,40,Dark Blue,Crystal,Robo Arm,Bubble Gum,Mamba Band,,Red Glow,,0x4c084b320217cc81aa0e28df391323d084d3d3db,1,8/30/2021,8.0 ETH, , 
8760,2.09,161,https://rarity.tools/rumble-kong-league/view/2817,2817,34,48,42,37,Light Blue,Red,Hawaii Shirt,Shows Teeth,,3D Glasses,Regular,,0x35129595e0dcb33b343683890498a79aa17abb46,1,8/16/2021,0.24 ETH,9/6/2021 17:53,2.09 ETH
3999, ,205,https://rarity.tools/rumble-kong-league/view/2818,2818,65,52,46,42,Light Blue,Green,Yellow Suit,Cigar,Green Beret,,Wide,,0x7cf703ac5f9bc457ae57268eaeacb8446b5ae439,2,8/25/2021,0.7 ETH, , 
5890, ,190,https://rarity.tools/rumble-kong-league/view/2819,2819,31,52,57,50,Light Grey,Grey,Tracksuit,Kiss,RKL Cap Sideways,,Angry Wink,,0x78fe64c14e33672f86de2eadf2199c080b248d84,2,8/6/2021,1.5 ETH, , 
2572, ,218,https://rarity.tools/rumble-kong-league/view/2820,2820,78,65,51,24,Dark Blue,Red,Shirt And Tie,Drool,,,Angry,,0x5c0f53cc4becb359d2c3f2d67e2b578edf2bf4fc,0, , , , 
4610, ,200,https://rarity.tools/rumble-kong-league/view/2821,2821,86,27,51,36,Purple,Black,,Kiss,,,Regular,,0xca603357609dd2b4adcf02c2d5e6a512b6b85da5,0, , , , 
2874, ,215,https://rarity.tools/rumble-kong-league/view/2822,2822,51,70,52,42,Gold,Brown,Striped Tee,Regular,Red Bandana,Gold Stud,Sad,,0x82629a0f634b0d69c5354fefd2837b0866faa026,2,8/4/2021,0.195 ETH, , 
3443, ,210,https://rarity.tools/rumble-kong-league/view/2823,2823,36,46,65,63,Light Grey,Black,,Kiss,,Red Shades,Wide,,0x0a9b95edb069b49b4773ddd155bad24a5bd59df3,0, , , , 
9462, ,147,https://rarity.tools/rumble-kong-league/view/2824,2824,0,52,52,43,Yellow,Red,Biker Jacket,Gold Scream,Beanie,,Angry,,0x7a9fe22691c811ea339d9b73150e6911a5343dca,0, , , , 
